4,NTCVTKCGTX,350,2012-12-31
4,NTCVAPEGNU,350,2012-12-31
4,NTCVAYEU5Z,350,2012-12-31
4,NTCVFNSUAP,350,2012-12-31
4,NTCVPFPKBZ,350,2012-12-31
4,NTCVZHPSH5,350,2012-12-31
4,NTCVASZA4S,350,2012-12-31
4,NTCVPY2AD8,350,2012-12-31
4,NTCVS2HXYB,350,2012-12-31
4,NTCVUCUKEZ,350,2012-12-31
4,NTCVMZJZ39,350,2012-12-31
4,NTCVYS5PHE,350,2012-12-31
4,NTCVWAUE6Z,350,2012-12-31
4,NTCVDPJFE5,350,2012-12-31
4,NTCVJ2CYMF,350,2012-12-31
4,NTCVSZXSCU,350,2012-12-31
4,NTCVPDTANW,350,2012-12-31
4,NTCVCNGPVP,350,2012-12-31
4,NTCVAUFNDC,350,2012-12-31
4,NTCVSA2A44,350,2012-12-31
4,NTCVY5S19E,350,2012-12-31
4,NTCVACYYN2,350,2012-12-31
4,NTCV5PXZZJ,350,2012-12-31
4,NTCV4AS2ET,350,2012-12-31
4,NTCVEBED4H,350,2012-12-31
4,NTCVJUZ5E5,350,2012-12-31
4,NTCVKE9GAU,350,2012-12-31
4,NTCVJ7EFSS,350,2012-12-31
4,NTCVASZA6F,350,2012-12-31
4,NTCVHV55B2,350,2012-12-31
4,NTCVPPWPFF,350,2012-12-31
4,NTCVMGASEN,350,2012-12-31
4,NTCVBSKW55,350,2012-12-31
4,NTCVHXIEJI,350,2012-12-31
4,NTCVB2SFSE,350,2012-12-31
4,NTCVJ4I4WC,350,2012-12-31
4,NTCVD2NJFK,350,2012-12-31
4,NTCVACXUAY,350,2012-12-31
4,NTCVXDA3PG,350,2012-12-31
4,NTCVNVGG2V,350,2012-12-31
4,NTCVJKS5E4,350,2012-12-31
4,NTCV46AGEE,350,2012-12-31
4,NTCVWY5TCN,350,2012-12-31
4,NTCVSAS3XY,350,2012-12-31
4,NTCV2HPEPK,350,2012-12-31
4,NTCV5BK3AN,350,2012-12-31
4,NTCV59TC8M,350,2012-12-31
4,NTCVCSJEPM,350,2012-12-31
4,NTCVYNSF7D,350,2012-12-31
4,NTCVYB9SE2,350,2012-12-31
4,NTCVYNA2GA,350,2012-12-31
4,NTCVSNF4XW,350,2012-12-31
4,NTCVEPP4ZJ,350,2012-12-31
4,NTCVDEDNCE,350,2012-12-31
4,NTCVYNJ9YY,350,2012-12-31
4,NTCVAD9UIE,350,2012-12-31
4,NTCVSNAC5N,350,2012-12-31
4,NTCV2W6NVX,350,2012-12-31
4,NTCVCSFPA3,350,2012-12-31
4,NTCV28S5PU,350,2012-12-31
4,NTCVXXUVEA,350,2012-12-31
4,NTCV3SUZCN,350,2012-12-31
4,NTCVDAGTZG,350,2012-12-31
4,NTCV5ADJAN,350,2012-12-31
4,NTCV5A8XXZ,350,2012-12-31
4,NTCVVEYIEJ,350,2012-12-31
4,NTCVE6KSEF,350,2012-12-31
4,NTCVNYJAAD,350,2012-12-31
4,NTCVVJSBYE,350,2012-12-31
4,NTCVSSTNE2,350,2012-12-31
4,NTCVPEEWFE,350,2012-12-31
4,NTCVKAUKWE,350,2012-12-31
4,NTCVASKNG3,350,2012-12-31
4,NTCV2WE3AD,350,2012-12-31
4,NTCV6NWADP,350,2012-12-31
4,NTCVVSGHUA,350,2012-12-31
4,NTCV5PDU5P,350,2012-12-31
4,NTCVTAP32H,350,2012-12-31
4,NTCVXASSJN,350,2012-12-31
4,NTCV5NKEZE,350,2012-12-31
4,NTCVKEY7X4,350,2012-12-31
4,NTCVN2AJN1,350,2012-12-31
4,NTCV5APXHS,350,2012-12-31
4,NTCVJPCKS5,350,2012-12-31
4,NTCVUDQYSK,350,2012-12-31
4,NTCVU8P23V,350,2012-12-31
4,NTCVNNUES3,350,2012-12-31
4,NTCV9DC37E,350,2012-12-31
4,NTCVSA2A5J,350,2012-12-31
4,NTCVPY2ACF,350,2012-12-31
4,NTCVGFN4AP,350,2012-12-31
4,NTCVS25AAH,350,2012-12-31
4,NTCVZ5HKNE,350,2012-12-31
4,NTCVCSJEN5,350,2012-12-31
4,NTCV2DYK6E,350,2012-12-31
4,NTCVP4SATU,350,2012-12-31
4,NTCVTPPAS5,350,2012-12-31
4,NTCVNEUA5U,350,2012-12-31
4,NTCVX6TBAZ,350,2012-12-31
4,NTCVG9NCUW,350,2012-12-31
4,NTCVNIEDAU,350,2012-12-31
4,NTCVNJ9FAT,350,2012-12-31
4,NTCVS9DPJT,350,2012-12-31
4,NTCVJUZ5N8,350,2012-12-31
4,NTCVPE5AWD,350,2012-12-31
4,NTCVGWYANY,350,2012-12-31
4,NTCVSYVE5A,350,2012-12-31
4,NTCVX9AN9S,350,2012-12-31
4,NTCVE533TN,350,2012-12-31
4,NTCVND6JPP,350,2012-12-31
4,NTCV3I9UGN,350,2012-12-31
4,NTCVCAEDZ5,350,2012-12-31
4,NTCV1JSPF5,350,2012-12-31
4,NTCV61HEFC,350,2012-12-31
4,NTCVD5UDD8,350,2012-12-31
4,NTCVWWWDAK,350,2012-12-31
4,NTCVUSYEEA,350,2012-12-31
4,NTCVN6GUAY,350,2012-12-31
4,NTCVENYKNW,350,2012-12-31
4,NTCVEP4EE8,350,2012-12-31
4,NTCVUASZY3,350,2012-12-31
4,NTCVVABGTD,350,2012-12-31
4,NTCV159N5Y,350,2012-12-31
4,NTCVAAAVBV,350,2012-12-31
4,NTCVECSAQA,350,2012-12-31
